"","ICD.9.CM.CODE","CCS.CATEGORY","CCS.CATEGORY.DESCRIPTION","ICD.9.CM.CODE.DESCRIPTION","ICD9.CODE.FRMT"
"290","1431 ","16 ","Rpr retina       ","""RETINAL TEAR DIATHERMY""","14.31"
"291","1432 ","16 ","Rpr retina       ","""RETINAL TEAR CRYOTHERAPY""","14.32"
"292","1433 ","16 ","Rpr retina       ","""RETINAL TEAR XENON COAG""","14.33"
"293","1434 ","16 ","Rpr retina       ","""RETINAL TEAR LASER COAG""","14.34"
"294","1435 ","16 ","Rpr retina       ","""RETINA TEAR PHOTOCOA NOS""","14.35"
"295","1439 ","16 ","Rpr retina       ","""RETINAL TEAR REPAIR NEC""","14.39"
"296","1441 ","16 ","Rpr retina       ","""SCLERAL BUCKLE W IMPLANT""","14.41"
"297","1449 ","16 ","Rpr retina       ","""SCLERAL BUCKLING NEC""","14.49"
"298","1451 ","16 ","Rpr retina       ","""DETACH RETINA-DIATHERMY""","14.51"
"299","1452 ","16 ","Rpr retina       ","""DETACH RETINA-CRYOTHERAP""","14.52"
"300","1453 ","16 ","Rpr retina       ","""DETACH RETINA XENON COAG""","14.53"
"301","1454 ","16 ","Rpr retina       ","""DETACH RETINA LASER COAG""","14.54"
"302","1455 ","16 ","Rpr retina       ","""DETACH RET PHOTOCOAG NOS""","14.55"
"303","1459 ","16 ","Rpr retina       ","""REPAIR RETINA DETACH NEC""","14.59"
"304","1421 ","17 ","Retin les pr     ","""CHORIORET LES DIATHERMY""","14.21"
"305","1422 ","17 ","Retin les pr     ","""CHORIORETIN LES CRYOTHER""","14.22"
"306","1423 ","17 ","Retin les pr     ","""CHORIORET LES XENON COAG""","14.23"
"307","1424 ","17 ","Retin les pr     ","""CHORIORET LES LASER COAG""","14.24"
"308","1425 ","17 ","Retin les pr     ","""CHORIORET LES P/COAG NOS""","14.25"
"309","1426 ","17 ","Retin les pr     ","""CHORIORET LES RADIOTHER""","14.26"
"310","1427 ","17 ","Retin les pr     ","""CHORIORET LES RAD IMPLAN""","14.27"
"311","1429 ","17 ","Retin les pr     ","""CHORIORET LES DESTR NEC""","14.29"
"312","0811 ","18 ","Dx eye           ","""EYELID BIOPSY""","08.11"
"313","0819 ","18 ","Dx eye           ","""EYELID DX PROCEDURE NEC""","08.19"
"314","0911 ","18 ","Dx eye           ","""LACRIMAL GLAND BIOPSY""","09.11"
"315","0912 ","18 ","Dx eye           ","""LACRIMAL SAC BIOPSY""","09.12"
"316","0919 ","18 ","Dx eye           ","""LACRIMAL SYS DX PROC NEC""","09.19"
"317","1021 ","18 ","Dx eye           ","""CONJUNCTIVAL BIOPSY""","10.21"
"318","1029 ","18 ","Dx eye           ","""CONJUNCTIVA DX PROC NEC""","10.29"
"319","1121 ","18 ","Dx eye           ","""CORNEAL SCRAPE FOR SMEAR""","11.21"
"320","1122 ","18 ","Dx eye           ","""CORNEAL BIOPSY""","11.22"
"321","1129 ","18 ","Dx eye           ","""CORNEAL DX PROC NEC""","11.29"
"322","1221 ","18 ","Dx eye           ","""DX ASPIRAT-ANT CHAMBER""","12.21"
"323","1222 ","18 ","Dx eye           ","""IRIS BIOPSY""","12.22"
"324","1229 ","18 ","Dx eye           ","""ANT SEGMENT DX PROC NEC""","12.29"
"325","1411 ","18 ","Dx eye           ","""DIAGNOST VITREOUS ASPIR""","14.11"
"326","1419 ","18 ","Dx eye           ","""DX PROC POST SEG NEC""","14.19"
"327","1501 ","18 ","Dx eye           ","""EXTRAOC MUSC-TEND BIOPSY""","15.01"
"328","1509 ","18 ","Dx eye           ","""EXTRAOC MUSC DX PROC NEC""","15.09"
"329","1621 ","18 ","Dx eye           ","""OPHTHALMOSCOPY""","16.21"
"330","1622 ","18 ","Dx eye           ","""DIAGNOSTIC ASP OF ORBIT""","16.22"
"331","1623 ","18 ","Dx eye           ","""EYEBALL & ORBIT BIOPSY""","16.23"
"332","1629 ","18 ","Dx eye           ","""EYEBAL/ORBIT DX PROC NEC""","16.29"
"333","0801 ","19 ","Ot Rx eye        ","""INCISION OF LID MARGIN""","08.01"
"334","0802 ","19 ","Ot Rx eye        ","""BLEPHARORRHAPHY SEVERING""","08.02"
"335","0809 ","19 ","Ot Rx eye        ","""OTHER EYELID INCISION""","08.09"
"336","0820 ","19 ","Ot Rx eye        ","""REMOVE EYELID LESION NOS""","08.20"
"337","0821 ","19 ","Ot Rx eye        ","""CHALAZION EXCISION""","08.21"
"338","0822 ","19 ","Ot Rx eye        ","""EXCISE MINOR LES LID NEC""","08.22"
"339","0823 ","19 ","Ot Rx eye        ","""EXC MAJ LES LID PRT-THIC""","08.23"
"340","0824 ","19 ","Ot Rx eye        ","""EXC MAJ LES LID FUL-THIC""","08.24"
"341","0825 ","19 ","Ot Rx eye        ","""DESTRUCTION LID LESION""","08.25"
"342","0831 ","19 ","Ot Rx eye        ","""PTOSIS REP-FRONT MUS SUT""","08.31"
"343","0832 ","19 ","Ot Rx eye        ","""PTOSIS REP-FRON MUS SLNG""","08.32"
"344","0833 ","19 ","Ot Rx eye        ","""PTOSIS REP-LEVAT MUS ADV""","08.33"
"345","0834 ","19 ","Ot Rx eye        ","""PTOSIS REP-LEVAT MUS NEC""","08.34"
"346","0835 ","19 ","Ot Rx eye        ","""PTOS REP-TARSAL TECHNIQ""","08.35"
"347","0836 ","19 ","Ot Rx eye        ","""BLEPHAROPTOS REPAIR NEC""","08.36"
"348","0837 ","19 ","Ot Rx eye        ","""REDUC OVERCORRECT PTOSIS""","08.37"
"349","0838 ","19 ","Ot Rx eye        ","""CORRECT LID RETRACTION""","08.38"
"350","0841 ","19 ","Ot Rx eye        ","""THERMOCAUT/ENTROPION REP""","08.41"
"351","0842 ","19 ","Ot Rx eye        ","""SUTURE ENTROPION REPAIR""","08.42"
"352","0843 ","19 ","Ot Rx eye        ","""WEDG RESEC ENTROPION REP""","08.43"
"353","0844 ","19 ","Ot Rx eye        ","""LID RECONS ENTROPION REP""","08.44"
"354","0849 ","19 ","Ot Rx eye        ","""ENTROPION/ECTROP REP NEC""","08.49"
"355","0851 ","19 ","Ot Rx eye        ","""CANTHOTOMY""","08.51"
"356","0852 ","19 ","Ot Rx eye        ","""BLEPHARORRHAPHY""","08.52"
"357","0859 ","19 ","Ot Rx eye        ","""ADJUST LID POSITION NEC""","08.59"
"358","0861 ","19 ","Ot Rx eye        ","""LID RECONST W SKIN GRAFT""","08.61"
"359","0862 ","19 ","Ot Rx eye        ","""LID RECONST W MUC GRAFT""","08.62"
"360","0863 ","19 ","Ot Rx eye        ","""LID RECONST W HAIR GRAFT""","08.63"
"361","0864 ","19 ","Ot Rx eye        ","""LID RECON-TARSOCONJ FLAP""","08.64"
"362","0869 ","19 ","Ot Rx eye        ","""LID RECONSTR W GRAFT NEC""","08.69"
"363","0870 ","19 ","Ot Rx eye        ","""LID RECONSTRUCTION NOS""","08.70"
"364","0871 ","19 ","Ot Rx eye        ","""LID MARG RECON-PART THIC""","08.71"
"365","0872 ","19 ","Ot Rx eye        ","""LID RECONS-PART THIC NEC""","08.72"
"366","0873 ","19 ","Ot Rx eye        ","""LID MARG RECONS FUL THIC""","08.73"
"367","0874 ","19 ","Ot Rx eye        ","""LID RECONST-FUL THIC NEC""","08.74"
"368","0881 ","19 ","Ot Rx eye        ","""LINEAR REP LID LACER""","08.81"
"369","0882 ","19 ","Ot Rx eye        ","""LID MARG LAC RX-PART TH""","08.82"
"370","0883 ","19 ","Ot Rx eye        ","""LID LACER RX-PRT TH NEC""","08.83"
"371","0884 ","19 ","Ot Rx eye        ","""LID MARG LAC RX-FUL THIC""","08.84"
"372","0885 ","19 ","Ot Rx eye        ","""LID LAC RX-FUL THIC NEC""","08.85"
"373","0886 ","19 ","Ot Rx eye        ","""LOWER LID RHYTIDECTOMY""","08.86"
"374","0887 ","19 ","Ot Rx eye        ","""UPPER LID RHYTIDECTOMY""","08.87"
"375","0889 ","19 ","Ot Rx eye        ","""EYELID REPAIR NEC""","08.89"
"376","0891 ","19 ","Ot Rx eye        ","""ELECTROSURG LID EPILAT""","08.91"
"377","0892 ","19 ","Ot Rx eye        ","""CRYOSURG LID EPILATION""","08.92"
"378","0893 ","19 ","Ot Rx eye        ","""EYELID EPILATION NEC""","08.93"
"379","0899 ","19 ","Ot Rx eye        ","""EYELID OPERATION NEC""","08.99"
"380","090  ","19 ","Ot Rx eye        ","""LACRIMAL GLAND INCISION""","09.0"
"381","0920 ","19 ","Ot Rx eye        ","""EXC LACRIMAL GLAND NOS""","09.20"
"382","0921 ","19 ","Ot Rx eye        ","""EXCIS LES LACRIMAL GLAND""","09.21"
"383","0922 ","19 ","Ot Rx eye        ","""PART DACRYOADENECT NEC""","09.22"
"384","0923 ","19 ","Ot Rx eye        ","""TOTAL DACRYOADENECTOMY""","09.23"
"385","093  ","19 ","Ot Rx eye        ","""OTHER LACRIMAL GLAND OPS""","09.3"
"386","0941 ","19 ","Ot Rx eye        ","""LACRIMAL PUNCTUM PROBE""","09.41"
"387","0942 ","19 ","Ot Rx eye        ","""LAC CANALICULI PROBE""","09.42"
"388","0943 ","19 ","Ot Rx eye        ","""NASOLACRIMAL DUCT PROBE""","09.43"
"389","0944 ","19 ","Ot Rx eye        ","""NASOLAC DUCT INTUBAT""","09.44"
"390","0949 ","19 ","Ot Rx eye        ","""LAC PASSAGE MANIP NEC""","09.49"
"391","0951 ","19 ","Ot Rx eye        ","""LAC PUNCTUM INCISION""","09.51"
"392","0952 ","19 ","Ot Rx eye        ","""LAC CANALICULI INCISION""","09.52"
"393","0953 ","19 ","Ot Rx eye        ","""LACRIMAL SAC INCISION""","09.53"
"394","0959 ","19 ","Ot Rx eye        ","""LACRIM PASSAGE INCIS NEC""","09.59"
"395","096  ","19 ","Ot Rx eye        ","""LACRIM SAC/PASSAGE EXCIS""","09.6"
"396","0971 ","19 ","Ot Rx eye        ","""CORRECT EVERTED PUNCTUM""","09.71"
"397","0972 ","19 ","Ot Rx eye        ","""PUNCTUM REPAIR NEC""","09.72"
"398","0973 ","19 ","Ot Rx eye        ","""CANALICULUS REPAIR""","09.73"
"399","0981 ","19 ","Ot Rx eye        ","""DACRYOCYSTORHINOSTOMY""","09.81"
"400","0982 ","19 ","Ot Rx eye        ","""CONJUNCTIVOCYSTORHINOST""","09.82"
"401","0983 ","19 ","Ot Rx eye        ","""CONJUNCTIVORHINOS W TUBE""","09.83"
"402","0991 ","19 ","Ot Rx eye        ","""LAC PUNCTUM OBLITERATION""","09.91"
"403","0999 ","19 ","Ot Rx eye        ","""LACRIMAL SYSTEM OP NEC""","09.99"
"404","100  ","19 ","Ot Rx eye        ","""INCISE/REMOV CONJUNCT FB""","10.0"
"405","101  ","19 ","Ot Rx eye        ","""CONJUNCTIVA INCISION NEC""","10.1"
"406","1031 ","19 ","Ot Rx eye        ","""EXCISE CONJUNCTIV LESION""","10.31"
"407","1032 ","19 ","Ot Rx eye        ","""DESTRUCT CONJUNC LES NEC""","10.32"
"408","1033 ","19 ","Ot Rx eye        ","""OTH CONJUNC DESTRUC PROC""","10.33"
"409","1041 ","19 ","Ot Rx eye        ","""SYMBLEPH REP W FREE GRFT""","10.41"
"410","1042 ","19 ","Ot Rx eye        ","""GRAFT CONJUNC CUL-DE-SAC""","10.42"
"411","1043 ","19 ","Ot Rx eye        ","""CONJUN CUL-DE-SAC RX NEC""","10.43"
"412","1044 ","19 ","Ot Rx eye        ","""CONJUNC FREE GRAFT NEC""","10.44"
"413","1049 ","19 ","Ot Rx eye        ","""CONJUNCTIVOPLASTY NEC""","10.49"
"414","105  ","19 ","Ot Rx eye        ","""CONJUNC/LID ADHESIOLYSIS""","10.5"
"415","106  ","19 ","Ot Rx eye        ","""REPAIR CONJUNCT LACERAT""","10.6"
"416","1091 ","19 ","Ot Rx eye        ","""SUBCONJUNCTIVAL INJECT""","10.91"
"417","1099 ","19 ","Ot Rx eye        ","""CONJUNCTIVAL OP NEC""","10.99"
"418","110  ","19 ","Ot Rx eye        ","""MAGNET REMOVAL CORNEA FB""","11.0"
"419","111  ","19 ","Ot Rx eye        ","""CORNEAL INCISION""","11.1"
"420","1131 ","19 ","Ot Rx eye        ","""PTERYGIUM TRANSPOSITION""","11.31"
"421","1132 ","19 ","Ot Rx eye        ","""PTERYG EXC W CORNEA GRFT""","11.32"
"422","1139 ","19 ","Ot Rx eye        ","""PTERYGIUM EXCISION NEC""","11.39"
"423","1141 ","19 ","Ot Rx eye        ","""MECH REMOV CORNEA EPITH""","11.41"
"424","1142 ","19 ","Ot Rx eye        ","""THERMOCAUT CORNEA LESION""","11.42"
"425","1143 ","19 ","Ot Rx eye        ","""CRYOTHERAP CORNEA LESION""","11.43"
"426","1149 ","19 ","Ot Rx eye        ","""DESTRUCT CORNEA LES NEC""","11.49"
"427","1151 ","19 ","Ot Rx eye        ","""SUTURE CORNEA LACERATION""","11.51"
"428","1152 ","19 ","Ot Rx eye        ","""REP CORNEA POSTOP DEHISC""","11.52"
"429","1153 ","19 ","Ot Rx eye        ","""RX CORNEA LAC W CONJ FLP""","11.53"
"430","1159 ","19 ","Ot Rx eye        ","""CORNEAL REPAIR NEC""","11.59"
"431","1171 ","19 ","Ot Rx eye        ","""KERATOMELEUSIS""","11.71"
"432","1172 ","19 ","Ot Rx eye        ","""KERATOPHAKIA""","11.72"
"433","1173 ","19 ","Ot Rx eye        ","""KERATOPROSTHESIS""","11.73"
"434","1174 ","19 ","Ot Rx eye        ","""THERMOKERATOPLASTY""","11.74"
"435","1175 ","19 ","Ot Rx eye        ","""RADIAL KERATOTOMY (Begin 1989)""","11.75"
"436","1176 ","19 ","Ot Rx eye        ","""EPIKERATOPHAKIA (Begin 1989)""","11.76"
"437","1179 ","19 ","Ot Rx eye        ","""CORNEA RECONSTRUCT NEC""","11.79"
"438","1191 ","19 ","Ot Rx eye        ","""CORNEAL TATTOOING""","11.91"
"439","1192 ","19 ","Ot Rx eye        ","""REMOVE CORNEAL IMPLANT""","11.92"
"440","1199 ","19 ","Ot Rx eye        ","""CORNEAL OPERATION NEC""","11.99"
"441","9651 ","19 ","Ot Rx eye        ","""IRRIGATION OF EYE""","96.51"
"442","9731 ","19 ","Ot Rx eye        ","""REMOVE EYE PROSTHESIS""","97.31"
"443","1200 ","20 ","Ot intraocul     ","""REMOV ANT SEGMNT FB NOS""","12.00"
"444","1201 ","20 ","Ot intraocul     ","""MAGNET REMOV ANT SEG FB""","12.01"
"445","1202 ","20 ","Ot intraocul     ","""NONMAG REMOV ANT SEG FB""","12.02"
"446","1211 ","20 ","Ot intraocul     ","""IRIDOTOMY W TRANSFIXION""","12.11"
"447","1212 ","20 ","Ot intraocul     ","""IRIDOTOMY NEC""","12.12"
"448","1213 ","20 ","Ot intraocul     ","""PROLAPSED IRIS EXCISION""","12.13"
"449","1214 ","20 ","Ot intraocul     ","""IRIDECTOMY NEC""","12.14"
"450","1231 ","20 ","Ot intraocul     ","""GONIOSYNECHIAE LYSIS""","12.31"
"451","1232 ","20 ","Ot intraocul     ","""ANT SYNECHIA LYSIS NEC""","12.32"
"452","1233 ","20 ","Ot intraocul     ","""POST SYNECHIAE LYSIS""","12.33"
"453","1234 ","20 ","Ot intraocul     ","""CORNEOVITREAL ADHESIOLYS""","12.34"
"454","1235 ","20 ","Ot intraocul     ","""COREOPLASTY""","12.35"
"455","1239 ","20 ","Ot intraocul     ","""IRIDOPLASTY NEC""","12.39"
"456","1240 ","20 ","Ot intraocul     ","""REMOV ANT SEGMNT LES NOS""","12.40"
"457","1241 ","20 ","Ot intraocul     ","""NONEXC DESTRUC IRIS LES""","12.41"
"458","1242 ","20 ","Ot intraocul     ","""EXCISION OF IRIS LESION""","12.42"
"459","1243 ","20 ","Ot intraocul     ","""NONEXC DESTR CIL BOD LES""","12.43"
"460","1244 ","20 ","Ot intraocul     ","""EXCISE CILIARY BODY LES""","12.44"
"461","1281 ","20 ","Ot intraocul     ","""SUTURE SCLERAL LACER""","12.81"
"462","1282 ","20 ","Ot intraocul     ","""SCLERAL FISTULA REPAIR""","12.82"
"463","1283 ","20 ","Ot intraocul     ","""REVIS ANT SEG OP WND NEC""","12.83"
"464","1284 ","20 ","Ot intraocul     ","""DESTRUCT SCLERAL LESION""","12.84"
"465","1285 ","20 ","Ot intraocul     ","""REPAIR STAPHYLOM W GRAFT""","12.85"
"466","1286 ","20 ","Ot intraocul     ","""REP SCLER STAPHYLOMA NEC""","12.86"
"467","1287 ","20 ","Ot intraocul     ","""GRAFT REINFORCE SCLERA""","12.87"
"468","1288 ","20 ","Ot intraocul     ","""SCLERA REINFORCEMENT NEC""","12.88"
"469","1289 ","20 ","Ot intraocul     ","""SCLERAL OPERATION NEC""","12.89"
"470","1291 ","20 ","Ot intraocul     ","""THERAPEUT EVAC ANT CHAMB""","12.91"
"471","1292 ","20 ","Ot intraocul     ","""ANTERIOR CHAMBER INJECT""","12.92"
"472","1293 ","20 ","Ot intraocul     ","""REMOV EPITHEL DOWNGROWTH""","12.93"
"473","1297 ","20 ","Ot intraocul     ","""IRIS OPERATION NEC""","12.97"
"474","1298 ","20 ","Ot intraocul     ","""CILIARY BODY OP NEC""","12.98"
"475","1299 ","20 ","Ot intraocul     ","""ANTERIOR CHAMBER OP NEC""","12.99"
"476","1300 ","20 ","Ot intraocul     ","""REMOVE FB LENS NOS""","13.00"
"477","1301 ","20 ","Ot intraocul     ","""MAGNET REMOVE FB LENS""","13.01"
"478","1302 ","20 ","Ot intraocul     ","""NONMAGNET REMOVE FB LENS""","13.02"
"479","1400 ","20 ","Ot intraocul     ","""REMOV POST SEGMNT FB NOS""","14.00"
"480","1401 ","20 ","Ot intraocul     ","""MAGNET REMOV POST SEG FB""","14.01"
"481","1402 ","20 ","Ot intraocul     ","""NONMAG REMOV POST SEG FB""","14.02"
"482","146  ","20 ","Ot intraocul     ","""REMOV PROS MAT POST SEG""","14.6"
"483","1471 ","20 ","Ot intraocul     ","""ANTERIOR REMOV VITREOUS""","14.71"
"484","1472 ","20 ","Ot intraocul     ","""VITREOUS REMOVAL NEC""","14.72"
"485","1473 ","20 ","Ot intraocul     ","""ANTERIOR MECHAN VITRECT""","14.73"
"486","1474 ","20 ","Ot intraocul     ","""MECH VITRECTOMY NEC""","14.74"
"487","1475 ","20 ","Ot intraocul     ","""VITREOUS SUBSTITUT INJEC""","14.75"
"488","1479 ","20 ","Ot intraocul     ","""VITREOUS OPERATION NEC""","14.79"
"489","1481 ","20 ","Ot intraocul     ","""Imp epiretinal prosth (Begin 2013)""","14.81"
"490","1482 ","20 ","Ot intraocul     ","""Rem epiretinal prosth (Begin 2013)""","14.82"
"491","1483 ","20 ","Ot intraocul     ","""Rev/repl epiretinal pros (Begin 2013)""","14.83"
"492","149  ","20 ","Ot intraocul     ","""OTHER POST SEGMENT OPS""","14.9"
"493","1511 ","21 ","Ot extraocul     ","""ONE EXTRAOC MUS RECESS""","15.11"
"494","1512 ","21 ","Ot extraocul     ","""1 EXTRAOC MUSCL ADVANCE""","15.12"
"495","1513 ","21 ","Ot extraocul     ","""1 EXTRAOC MUSCL RESECT""","15.13"
"496","1519 ","21 ","Ot extraocul     ","""XTRAOC MUS OP/DETACH NEC""","15.19"
"497","1521 ","21 ","Ot extraocul     ","""LENGTHEN 1 EXTRAOC MUSC""","15.21"
"498","1522 ","21 ","Ot extraocul     ","""SHORTEN 1 EXTRAOC MUSC""","15.22"
"499","1529 ","21 ","Ot extraocul     ","""OP ON 1 EXTRAOC MUSC NEC""","15.29"
"500","153  ","21 ","Ot extraocul     ","""TEMP DETACH >1 XTROC MUS""","15.3"
"501","154  ","21 ","Ot extraocul     ","""OTH OP ON >L EXTRAOC MUS""","15.4"
"502","155  ","21 ","Ot extraocul     ","""EXTRAOCUL MUS TRANSPOSIT""","15.5"
"503","156  ","21 ","Ot extraocul     ","""REVIS EXTRAOC MUSC SURG""","15.6"
"504","157  ","21 ","Ot extraocul     ","""EXTRAOC MUSC INJ REPAIR""","15.7"
"505","159  ","21 ","Ot extraocul     ","""OTH EXTRAOC MUS-TEND OP""","15.9"
"506","1601 ","21 ","Ot extraocul     ","""ORBITOTOMY W BONE FLAP""","16.01"
"507","1602 ","21 ","Ot extraocul     ","""ORBITOTOMY W IMPLANT""","16.02"
"508","1609 ","21 ","Ot extraocul     ","""ORBITOTOMY NEC""","16.09"
"509","161  ","21 ","Ot extraocul     ","""REMOVE PENETRAT FB EYE""","16.1"
"510","1631 ","21 ","Ot extraocul     ","""EYE EVISC W SYNCH IMPLAN""","16.31"
"511","1639 ","21 ","Ot extraocul     ","""EYEBALL EVISCERATION NEC""","16.39"
"512","1641 ","21 ","Ot extraocul     ","""EYE ENUC/IMPLAN/MUSC ATT""","16.41"
"513","1642 ","21 ","Ot extraocul     ","""EYE ENUC W IMPLANT NEC""","16.42"
"514","1649 ","21 ","Ot extraocul     ","""EYEBALL ENUCLEATION NEC""","16.49"
"515","1651 ","21 ","Ot extraocul     ","""RADICAL ORBITOMAXILLECT""","16.51"
"516","1652 ","21 ","Ot extraocul     ","""ORBIT EXENT W BONE REMOV""","16.52"
"517","1659 ","21 ","Ot extraocul     ","""ORBITAL EXENTERATION NEC""","16.59"
"518","1661 ","21 ","Ot extraocul     ","""2NDRY OCULAR IMP INSERT""","16.61"
"519","1662 ","21 ","Ot extraocul     ","""REVIS/REINSERT OCUL IMP""","16.62"
"520","1663 ","21 ","Ot extraocul     ","""REVIS ENUC SOCKET W GRFT""","16.63"
"521","1664 ","21 ","Ot extraocul     ","""ENUC SOCKET REVIS NEC""","16.64"
"522","1665 ","21 ","Ot extraocul     ","""2NDRY EXENT CAVITY GRAFT""","16.65"
"523","1666 ","21 ","Ot extraocul     ","""REVIS EXENTER CAVITY NEC""","16.66"
"524","1669 ","21 ","Ot extraocul     ","""2ND OP POST EYE REM NEC""","16.69"
"525","1671 ","21 ","Ot extraocul     ","""REMOVE OCULAR IMPLANT""","16.71"
"526","1672 ","21 ","Ot extraocul     ","""REMOVE ORBITAL IMPLANT""","16.72"
"527","1681 ","21 ","Ot extraocul     ","""REPAIR OF ORBITAL WOUND""","16.81"
"528","1682 ","21 ","Ot extraocul     ","""REPAIR EYEBALL RUPTURE""","16.82"
"529","1689 ","21 ","Ot extraocul     ","""EYE/ORBIT INJ REPAIR NEC""","16.89"
"530","1691 ","21 ","Ot extraocul     ","""RETROBULBAR INJECTION""","16.91"
"531","1692 ","21 ","Ot extraocul     ","""EXCISION ORBITAL LESION""","16.92"
"532","1693 ","21 ","Ot extraocul     ","""EXCISION EYE LESION NOS""","16.93"
"533","1698 ","21 ","Ot extraocul     ","""OPERATION ON ORBIT NEC""","16.98"
"534","1699 ","21 ","Ot extraocul     ","""OPERATION ON EYEBALL NEC""","16.99"
"535","194  ","22 ","Tympanoplas      ","""MYRINGOPLASTY""","19.4"
"536","1952 ","22 ","Tympanoplas      ","""TYPE 2 TYMPANOPLASTY""","19.52"
"537","1953 ","22 ","Tympanoplas      ","""TYPE 3 TYMPANOPLASTY""","19.53"
"538","1954 ","22 ","Tympanoplas      ","""TYPE 4 TYMPANOPLASTY""","19.54"
"539","1955 ","22 ","Tympanoplas      ","""TYPE 5 TYMPANOPLASTY""","19.55"
"540","196  ","22 ","Tympanoplas      ","""TYMPANOPLASTY REVISION""","19.6"
"541","2001 ","23 ","Myringotomy      ","""MYRINGOTOMY W INTUBATION""","20.01"
"542","2009 ","23 ","Myringotomy      ","""MYRINGOTOMY NEC""","20.09"
"543","2041 ","24 ","Mastoidectom     ","""SIMPLE MASTOIDECTOMY""","20.41"
"544","2042 ","24 ","Mastoidectom     ","""RADICAL MASTOIDECTOMY""","20.42"
"545","2049 ","24 ","Mastoidectom     ","""MASTOIDECTOMY NEC""","20.49"
"546","1811 ","25 ","Dx procs ear     ","""OTOSCOPY""","18.11"
"547","1812 ","25 ","Dx procs ear     ","""EXTERNAL EAR BIOPSY""","18.12"
"548","1819 ","25 ","Dx procs ear     ","""EXT EAR DIAGNOS PROC NEC""","18.19"
"549","2031 ","25 ","Dx procs ear     ","""ELECTROCOCHLEOGRAPHY""","20.31"
"550","2032 ","25 ","Dx procs ear     ","""MID & INNER EAR BIOPSY""","20.32"
"551","2039 ","25 ","Dx procs ear     ","""MID/IN EAR DX PROC NEC""","20.39"
"552","1801 ","26 ","Ot Rx ear pr     ","""PIERCING OF EAR LOBE""","18.01"
"553","1802 ","26 ","Ot Rx ear pr     ","""EXT AUDITORY CANAL INCIS""","18.02"
"554","1809 ","26 ","Ot Rx ear pr     ","""EXTERNAL EAR INCIS NEC""","18.09"
"555","1821 ","26 ","Ot Rx ear pr     ","""PREAURICULAR SINUS EXCIS""","18.21"
"556","1829 ","26 ","Ot Rx ear pr     ","""DESTRUCT EXT EAR LES NEC""","18.29"
"557","1831 ","26 ","Ot Rx ear pr     ","""RAD EXCIS EXT EAR LES""","18.31"
"558","1839 ","26 ","Ot Rx ear pr     ","""EXCIS EXTERNAL EAR NEC""","18.39"
"559","184  ","26 ","Ot Rx ear pr     ","""SUTURE EXT EAR LAC""","18.4"
"560","185  ","26 ","Ot Rx ear pr     ","""CORRECTION PROMINENT EAR""","18.5"
"561","186  ","26 ","Ot Rx ear pr     ","""EXT AUDIT CANAL RECONSTR""","18.6"
"562","1871 ","26 ","Ot Rx ear pr     ","""CONSTRUCTION EAR AURICLE""","18.71"
"563","1872 ","26 ","Ot Rx ear pr     ","""REATTACH AMPUTATED EAR""","18.72"
"564","1879 ","26 ","Ot Rx ear pr     ","""PLASTIC REP EXT EAR NEC""","18.79"
"565","189  ","26 ","Ot Rx ear pr     ","""OTHER EXT EAR OPERATIONS""","18.9"
"566","190  ","26 ","Ot Rx ear pr     ","""STAPES MOBILIZATION""","19.0"
"567","1911 ","26 ","Ot Rx ear pr     ","""STAPEDECT W REPLAC INCUS""","19.11"
"568","1919 ","26 ","Ot Rx ear pr     ","""STAPEDECTOMY NEC""","19.19"
"569","1921 ","26 ","Ot Rx ear pr     ","""REV STAPDEC W INCUS REPL""","19.21"
"570","1929 ","26 ","Ot Rx ear pr     ","""STAPEDECTOMY REVIS NEC""","19.29"
"571","193  ","26 ","Ot Rx ear pr     ","""OSSICULAR CHAIN OP NEC""","19.3"
"572","199  ","26 ","Ot Rx ear pr     ","""MIDDLE EAR REPAIR NEC""","19.9"
"573","201  ","26 ","Ot Rx ear pr     ","""TYMPANOSTOMY TUBE REMOVE""","20.1"
"574","2021 ","26 ","Ot Rx ear pr     ","""MASTOID INCISION""","20.21"
"575","2022 ","26 ","Ot Rx ear pr     ","""PETRUS PYRAM AIR CEL INC""","20.22"
"576","2023 ","26 ","Ot Rx ear pr     ","""MIDDLE EAR INCISION""","20.23"
"577","2051 ","26 ","Ot Rx ear pr     ","""EXCISE MIDDLE EAR LESION""","20.51"
