
"Drug Catalog","Generic Drug Name",
"antidiabetic agents","canagliflozin-metFORMIN",
"antidiabetic agents","chlorproPAMIDE",
"antidiabetic agents","dapagliflozin",
"antidiabetic agents","dapagliflozin-metFORMIN",
"antidiabetic agents","dulaglutide",
"antidiabetic agents","empagliflozin",
"antidiabetic agents","empagliflozin-linagliptin",
"antidiabetic agents","empagliflozin-metFORMIN",
"antidiabetic agents","exenatide",
"antidiabetic agents","glimepiride",
"antidiabetic agents","glimepiride-pioglitazone",
"antidiabetic agents","glimepiride-rosiglitazone",
"antidiabetic agents","glipiZIDE",
"antidiabetic agents","glipiZIDE-metFORMIN",
"antidiabetic agents","glyBURIDE",
"antidiabetic agents","glyBURIDE-metFORMIN",
"antidiabetic agents","insulin aspart",
"antidiabetic agents","insulin aspart-insulin aspart protamine",
"antidiabetic agents","insulin degludec",
"antidiabetic agents","insulin detemir",
"antidiabetic agents","insulin glargine",
"antidiabetic agents","insulin glulisine",
"antidiabetic agents","insulin inhalation, rapid acting",
"antidiabetic agents","insulin isophane",
"antidiabetic agents","insulin isophane-insulin regular",
"antidiabetic agents","insulin isophane (NPH)",
"antidiabetic agents","insulin isophane (NPH)-insulin regular",
"antidiabetic agents","insulin lispro",
"antidiabetic agents","insulin lispro-insulin lispro protamine",
"antidiabetic agents","insulin regular",
"antidiabetic agents","insulin zinc",
"antidiabetic agents","insulin zinc extended",
"antidiabetic agents","linagliptin",
"antidiabetic agents","linagliptin-metFORMIN",
"antidiabetic agents","liraglutide",
"antidiabetic agents","metFORMIN",
"antidiabetic agents","metFORMIN-pioglitazone",
"antidiabetic agents","metFORMIN-repaglinide",
"antidiabetic agents","metFORMIN-rosiglitazone",
"antidiabetic agents","metFORMIN-saxagliptin",
"antidiabetic agents","metFORMIN-sitaGLIPtin",
"antidiabetic agents","miglitol",
"antidiabetic agents","nateglinide",
"antidiabetic agents","pioglitazone",
"antidiabetic agents","pramlintide",
"antidiabetic agents","repaglinide",
"antidiabetic agents","rosiglitazone",
"antidiabetic agents","saxagliptin",
"antidiabetic agents","simvastatin-sitaGLIPtin",
"antidiabetic agents","sitaGLIPtin",
"antidiabetic agents","TOLAZamide",
"antidiabetic agents","TOLBUTamide",
"antidiabetic agents","troglitazone",
"antidiabetic combinations","alogliptin-metFORMIN",
"antidiabetic combinations","alogliptin-pioglitazone",
"antidiabetic combinations","canagliflozin-metFORMIN",
"antidiabetic combinations","dapagliflozin-metFORMIN",
"antidiabetic combinations","empagliflozin-linagliptin",
"antidiabetic combinations","empagliflozin-metFORMIN",
"antidiabetic combinations","glimepiride-pioglitazone",
"antidiabetic combinations","glimepiride-rosiglitazone",
"antidiabetic combinations","glipiZIDE-metFORMIN",
"antidiabetic combinations","glyBURIDE-metFORMIN",
"antidiabetic combinations","linagliptin-metFORMIN",
"antidiabetic combinations","metFORMIN-pioglitazone",
"antidiabetic combinations","metFORMIN-repaglinide",
"antidiabetic combinations","metFORMIN-rosiglitazone",
"antidiabetic combinations","metFORMIN-saxagliptin",
"antidiabetic combinations","metFORMIN-sitaGLIPtin",
"antidiabetic combinations","simvastatin-sitaGLIPtin",
"antidiarrheals","atropine-difenoxin",
"antidiarrheals","atropine-diphenoxylate",
"antidiarrheals","attapulgite",
"antidiarrheals","bismuth subgallate",
"antidiarrheals","bismuth subnitrate",
"antidiarrheals","bismuth subsalicylate",
"antidiarrheals","brewer&apos;s yeast",
"antidiarrheals","crofelemer",
"antidiarrheals","kaolin",
"antidiarrheals","kaolin-pectin",
"antidiarrheals","lactobacillus acidophilus",
"antidiarrheals","lactobacillus acidophilus and bulgaricus",
"antidiarrheals","lactobacillus acidophilus/casei/rhamnosus",
"antidiarrheals","lactobacillus acidophilus-lactobacillus casei",
"antidiarrheals","lactobacillus casei-omega-3 fatty acids",
"antidiarrheals","loperamide",
"antidiarrheals","loperamide-simethicone",
"antidiarrheals","saccharomyces boulardii lyo",
"antidiuretic hormones","desmopressin",
"antidiuretic hormones","vasopressin",
"antidotes","acetylcysteine",
"antidotes","amyl nitrite/Na nitrite/Na thiosulfate",
"antidotes","atropine",
"antidotes","atropine-pralidoxime",
"antidotes","calcium gluconate topical",
"antidotes","charcoal",
"antidotes","charcoal-sorbitol",
"antidotes","chlorpheniramine-EPINEPHrine",
"antidotes","deferiprone",
"antidotes","deferoxamine",
"antidotes","digoxin immune FAB",
"antidotes","dimercaprol",
"antidotes","edetate calcium disodium",
"antidotes","flumazenil",
"antidotes","fomepizole",
"antidotes","glucarpidase",
"antidotes","ipecac",
"antidotes","leucovorin",
"antidotes","levoleucovorin",
"antidotes","methylene blue",
"antidotes","nalmefene",
"antidotes","naloxone",
"antidotes","naltrexone",
"antidotes","pentetate calcium trisodium",
"antidotes","pentetate zinc trisodium",
"antidotes","physostigmine",
"antidotes","pralidoxime",
"antidotes","Prussian blue",
"antidotes","sodium nitrite",
"antidotes","sodium nitrite-sodium thiosulfate",
"antidotes","sodium thiosulfate",
"antiemetic/antivertigo agents","aprepitant",
"antiemetic/antivertigo agents","benzocaine-trimethobenzamide",
"antiemetic/antivertigo agents","chlorproMAZINE",
"antiemetic/antivertigo agents","cyclizine",
"antiemetic/antivertigo agents","dimenhyDRINATE",
"antiemetic/antivertigo agents","diphenhydrAMINE",
"antiemetic/antivertigo agents","dolasetron",
"antiemetic/antivertigo agents","doxylamine-pyridoxine",
"antiemetic/antivertigo agents","dronabinol",
"antiemetic/antivertigo agents","fosaprepitant",
"antiemetic/antivertigo agents","granisetron",
"antiemetic/antivertigo agents","LORazepam",
"antiemetic/antivertigo agents","meclizine",
"antiemetic/antivertigo agents","metoclopramide",
"antiemetic/antivertigo agents","nabilone",
"antiemetic/antivertigo agents","netupitant-palonosetron",
"antiemetic/antivertigo agents","ondansetron",
"antiemetic/antivertigo agents","palonosetron",
"antiemetic/antivertigo agents","perphenazine",
"antiemetic/antivertigo agents","phosphorated carbohydrate solution",
"antiemetic/antivertigo agents","prochlorperazine",
"antiemetic/antivertigo agents","promazine",
"antiemetic/antivertigo agents","promethazine",
"antiemetic/antivertigo agents","rolapitant",
"antiemetic/antivertigo agents","scopolamine",
"antiemetic/antivertigo agents","thiethylperazine",
"antiemetic/antivertigo agents","triflupromazine",
"antiemetic/antivertigo agents","trimethobenzamide",
"antifungals","amphotericin B",
"antifungals","amphotericin B cholesteryl sulfate",
"antifungals","amphotericin B lipid complex",
"antifungals","amphotericin B liposomal",
"antifungals","anidulafungin",
"antifungals","caspofungin",
"antifungals","clotrimazole",
"antifungals","fluconazole",
"antifungals","flucytosine",
"antifungals","griseofulvin",
"antifungals","hydroxypropyl chitosan topical-terbinafine",
"antifungals","isavuconazonium",
"antifungals","itraconazole",
"antifungals","ketoconazole",
"antifungals","micafungin",
"antifungals","miconazole",
"antifungals","nystatin",
"antifungals","posaconazole",
"antifungals","terbinafine",
"antifungals","voriconazole",
"antigonadotropic agents","danazol",
"antigout agents","allopurinol",
"antigout agents","colchicine",
"antigout agents","colchicine-probenecid",
"antigout agents","probenecid",
"antigout agents","sulfinpyrazone",
"antihistamines","astemizole",
"antihistamines","azatadine",
"antihistamines","brompheniramine",
"antihistamines","carbinoxamine",
"antihistamines","cetirizine",
"antihistamines","chlorcyclizine",
"antihistamines","chlorpheniramine",
"antihistamines","clemastine",
"antihistamines","cyproheptadine",
"antihistamines","desloratadine",
"antihistamines","dexbrompheniramine",
"antihistamines","dexchlorpheniramine",
"antihistamines","diphenhydrAMINE",
"antihistamines","fexofenadine",
"antihistamines","hydrOXYzine",
"antihistamines","levocetirizine",
"antihistamines","loratadine",
"antihistamines","methdilazine",
"antihistamines","phenindamine",
"antihistamines","pheniramine",
"antihistamines","pheniramine/phenyltoloxamine/pyrilamine",
"antihistamines","phenyltoloxamine",
"antihistamines","promethazine",
"antihistamines","pyrilamine",
"antihistamines","terfenadine",
"antihistamines","trimeprazine",
"antihistamines","tripelennamine",
"antihistamines","triprolidine",
"antihyperlipidemic agents","alirocumab",
"antihyperlipidemic agents","amLODIPine-atorvastatin",
"antihyperlipidemic agents","aspirin-pravastatin",
"antihyperlipidemic agents","atorvastatin",
"antihyperlipidemic agents","atorvastatin-ezetimibe",
"antihyperlipidemic agents","cerivastatin",
"antihyperlipidemic agents","cholestyramine",
"antihyperlipidemic agents","clofibrate",
"antihyperlipidemic agents","colesevelam",
"antihyperlipidemic agents","colestipol",
"antihyperlipidemic agents","dextrothyroxine sodium",
"antihyperlipidemic agents","evolocumab",
"antihyperlipidemic agents","ezetimibe",
"antihyperlipidemic agents","ezetimibe-simvastatin",
"antihyperlipidemic agents","fenofibrate",
"antihyperlipidemic agents","fenofibric acid",
"antihyperlipidemic agents","fluvastatin",
"antihyperlipidemic agents","gemfibrozil",
"antihyperlipidemic agents","icosapent",
"antihyperlipidemic agents","lomitapide",
"antihyperlipidemic agents","lovastatin",
"antihyperlipidemic agents","lovastatin-niacin",
"antihyperlipidemic agents","mipomersen",
"antihyperlipidemic agents","niacin",
"antihyperlipidemic agents","niacin-simvastatin",
"antihyperlipidemic agents","pitavastatin",
"antihyperlipidemic agents","pravastatin",
"antihyperlipidemic agents","probucol",
"antihyperlipidemic agents","red yeast rice",
"antihyperlipidemic agents","rosuvastatin",
"antihyperlipidemic agents","simvastatin",
"antihyperlipidemic agents","simvastatin-sitaGLIPtin",
"antihyperlipidemic combinations","amLODIPine-atorvastatin",
"antihyperlipidemic combinations","aspirin-pravastatin",
"antihyperlipidemic combinations","atorvastatin-ezetimibe",
"antihyperlipidemic combinations","ezetimibe-simvastatin",
"antihyperlipidemic combinations","lovastatin-niacin",
"antihyperlipidemic combinations","niacin-simvastatin",
"antihyperlipidemic combinations","simvastatin-sitaGLIPtin",
"antihypertensive combinations","aliskiren-amLODIPine",
"antihypertensive combinations","aliskiren/amLODIPine/hydrochlorothiazide",
"antihypertensive combinations","aliskiren-hydrochlorothiazide",
"antihypertensive combinations","aliskiren-valsartan",
"antihypertensive combinations","aMILoride-hydrochlorothiazide",
"antihypertensive combinations","amLODIPine-atorvastatin",
"antihypertensive combinations","amLODIPine-benazepril",
"antihypertensive combinations","amLODIPine/hydrochlorothiazide/olmesartan",
"antihypertensive combinations","amLODIPine/hydrochlorothiazide/valsartan",
"antihypertensive combinations","amLODIPine-olmesartan",
"antihypertensive combinations","amLODIPine-perindopril",
"antihypertensive combinations","amLODIPine-telmisartan",
"antihypertensive combinations","amLODIPine-valsartan",
"antihypertensive combinations","atenolol-chlorthalidone",
"antihypertensive combinations","azilsartan-chlorthalidone",
"antihypertensive combinations","benazepril-hydrochlorothiazide",
"antihypertensive combinations","bendroflumethiazide-nadolol",
"antihypertensive combinations","bendroflumethiazide-rauwolfia serpentina",
"antihypertensive combinations","bisoprolol-hydrochlorothiazide",
"antihypertensive combinations","candesartan-hydrochlorothiazide",
"antihypertensive combinations","captopril-hydrochlorothiazide",
"antihypertensive combinations","chlorothiazide-methyldopa",
"antihypertensive combinations","chlorothiazide-reserpine",
"antihypertensive combinations","chlorthalidone-cloNIDine",
"antihypertensive combinations","chlorthalidone-reserpine",
"antihypertensive combinations","deserpidine-hydrochlorothiazide",
"antihypertensive combinations","deserpidine-methyclothiazide",
"antihypertensive combinations","diltiazem-enalapril",
"antihypertensive combinations","enalapril-felodipine",
"antihypertensive combinations","enalapril-hydrochlorothiazide",
"antihypertensive combinations","eprosartan-hydrochlorothiazide",
"antihypertensive combinations","fosinopril-hydrochlorothiazide",
"antihypertensive combinations","guanethidine-hydrochlorothiazide",
"antihypertensive combinations","hydrALAZINE-hydrochlorothiazide",
"antihypertensive combinations","hydrALAZINE/hydrochlorothiazide/reserpine",
"antihypertensive combinations","hydrALAZINE-isosorbide dinitrate",
"antihypertensive combinations","hydrochlorothiazide-irbesartan",
"antihypertensive combinations","hydrochlorothiazide-lisinopril",
"antihypertensive combinations","hydrochlorothiazide-losartan",
"antihypertensive combinations","hydrochlorothiazide-methyldopa",
"antihypertensive combinations","hydrochlorothiazide-metoprolol",
"antihypertensive combinations","hydrochlorothiazide-moexipril",
"antihypertensive combinations","hydrochlorothiazide-olmesartan",
"antihypertensive combinations","hydrochlorothiazide-propranolol",
"antihypertensive combinations","hydrochlorothiazide-quinapril",
"antihypertensive combinations","hydrochlorothiazide-reserpine",
"antihypertensive combinations","hydrochlorothiazide-spironolactone",
"antihypertensive combinations","hydrochlorothiazide-telmisartan",
"antihypertensive combinations","hydrochlorothiazide-timolol",
"antihypertensive combinations","hydrochlorothiazide-triamterene",
"antihypertensive combinations","hydrochlorothiazide-valsartan",
"antihypertensive combinations","hydroflumethiazide-reserpine",
"antihypertensive combinations","methyclothiazide-reserpine",
"antihypertensive combinations","polythiazide-prazosin",
"antihypertensive combinations","polythiazide-reserpine",
"antihypertensive combinations","reserpine-trichlormethiazide",
"antihypertensive combinations","trandolapril-verapamil",
"antihyperuricemic agents","allopurinol",
"antihyperuricemic agents","febuxostat",
"antihyperuricemic agents","pegloticase",
"antihyperuricemic agents","rasburicase",
"anti-infectives","abacavir",
"anti-infectives","abacavir/dolutegravir/lamiVUDine",
"anti-infectives","abacavir-lamiVUDine",
"anti-infectives","abacavir/lamiVUDine/zidovudine",
"anti-infectives","acyclovir",
"anti-infectives","adefovir",
"anti-infectives","albendazole",
"anti-infectives","amantadine",
"anti-infectives","amikacin",
"anti-infectives","aminosalicylic acid",
"anti-infectives","amoxicillin",
"anti-infectives","amoxicillin-clavulanate",
"anti-infectives","amphotericin B",
"anti-infectives","amphotericin B cholesteryl sulfate",
"anti-infectives","amphotericin B lipid complex",
"anti-infectives","amphotericin B liposomal",
"anti-infectives","ampicillin",
"anti-infectives","ampicillin-probenecid",
"anti-infectives","ampicillin-sulbactam",
"anti-infectives","amprenavir",
"anti-infectives","anidulafungin",
"anti-infectives","artemether-lumefantrine",
"anti-infectives","atazanavir",
"anti-infectives","atazanavir-cobicistat",
"anti-infectives","atovaquone",
"anti-infectives","atovaquone-proguanil",
